ad_id,campaign,ad_spend,impressions,date,clicks,ctr,conversions,cpc
28,Traffic,37.62399335895429,9906,2023-01-02 04:00:00,475,0.04795073692711488,6,0.0792084070714827
29,Traffic,433.71396436497605,37914,2023-01-02 05:00:00,522,0.013768001266023105,10,0.8308696635344369
30,Brand_Awareness,408.321494473738,45814,2023-01-02 06:00:00,3508,0.07657048063910595,4,0.11639723331634494
31,Brand_Awareness,499.86165991020397,46379,2023-01-02 07:00:00,4295,0.09260656762759008,5,0.11638222582309755
32,Traffic,498.35205016621364,14076,2023-01-02 08:00:00,495,0.03516624040920716,6,1.0067718185176033
33,Retargeting,282.16153574528744,38650,2023-01-02 09:00:00,3372,0.08724450194049159,6,0.083677798263727
34,Retargeting,386.80383343845017,47881,2023-01-02 10:00:00,1738,0.03629832292558635,8,0.22255686619013243
35,Brand_Awareness,472.93520764238974,47413,2023-01-02 11:00:00,4360,0.09195790184126716,4,0.10847137789963067
36,Traffic,426.3272214319316,7012,2023-01-02 12:00:00,545,0.07772390188248716,3,0.7822517824439112
37,Brand_Awareness,131.20056985416684,8151,2023-01-02 13:00:00,671,0.08232118758434548,3,0.195529910363885
38,Brand_Awareness,230.76662630194582,29211,2023-01-02 14:00:00,339,0.011605217212693848,9,0.6807275112151794
39,Conversions,73.28811342423253,28117,2023-01-02 15:00:00,2717,0.0966319308603336,7,0.02697390998315515
40,Conversions,477.485003356774,37378,2023-01-02 16:00:00,2818,0.07539194178393707,2,0.16944109416493044
41,Conversions,307.02557088093124,43652,2023-01-02 17:00:00,1633,0.03740951159167965,2,0.1880132093575819
42,Retargeting,122.03497469669674,7894,2023-01-02 18:00:00,668,0.08462123131492273,4,0.18268708786930649
43,Traffic,339.1333353588698,14467,2023-01-02 19:00:00,511,0.03532176677956729,6,0.6636660183148136
44,Traffic,312.88283782436895,32010,2023-01-02 20:00:00,2834,0.08853483286472977,9,0.11040325964162631
45,Traffic,185.49973183609185,43641,2023-01-02 21:00:00,878,0.02011869572191288,11,0.21127532099782673
46,Traffic,65.64322017781822,13289,2023-01-02 22:00:00,974,0.07329370155767928,4,0.06739550326264704
47,Conversions,339.0708658404718,45976,2023-01-02 23:00:00,2697,0.058661040542891944,7,0.12572149271059394
48,Retargeting,264.9507734428587,44596,2023-01-03 00:00:00,833,0.018678805274015605,7,0.31806815539358785
49,Retargeting,388.43601195046324,24171,2023-01-03 01:00:00,767,0.03173224111538621,3,0.506435478423029
50,Conversions,264.8801155448768,35905,2023-01-03 02:00:00,399,0.011112658404121989,7,0.6638599387089644
51,Retargeting,427.56893515608465,21829,2023-01-03 03:00:00,1139,0.05217829492876449,5,0.37538975869717706
52,Conversions,280.4343509994979,35054,2023-01-03 04:00:00,1300,0.037085639299366695,2,0.2157187315380753
53,Traffic,284.85960605233925,49478,2023-01-03 05:00:00,3159,0.06384655806621124,9,0.09017398102321597
54,Conversions,439.5602653025891,45139,2023-01-03 06:00:00,1658,0.036730986508340904,6,0.2651147559122974
55,Traffic,207.70660444407454,49713,2023-01-03 07:00:00,1839,0.03699233600868988,3,0.11294540752804488
56,Traffic,75.66746194081396,30734,2023-01-03 08:00:00,2363,0.07688553393635712,6,0.03202177822294285
57,Brand_Awareness,24.103511393536095,8052,2023-01-03 09:00:00,115,0.014282165921510184,3,0.20959575124813995
58,Conversions,380.0172552800733,4654,2023-01-03 10:00:00,424,0.09110442629995702,2,0.8962671115096068
59,Brand_Awareness,313.9516801631977,24486,2023-01-03 11:00:00,2123,0.0867026055705301,8,0.1478811493938755
60,Conversions,354.99908636861954,19743,2023-01-03 12:00:00,1384,0.07010079521855847,4,0.25650223003512973
61,Conversions,114.35243913936625,49368,2023-01-03 13:00:00,3129,0.06338113757899855,5,0.03654600164249481
62,Brand_Awareness,76.82202303751718,25489,2023-01-03 14:00:00,2301,0.09027423594491742,4,0.03338636377119391
63,Brand_Awareness,17.126886177262143,9636,2023-01-03 15:00:00,257,0.02667081776670818,3,0.06664158045627293
64,Conversions,181.7879038152325,7441,2023-01-03 16:00:00,127,0.01706759844106975,4,1.4314008174427757
65,Retargeting,299.05966655877023,25611,2023-01-03 17:00:00,808,0.03154894381320526,3,0.37012334970144833
66,Traffic,202.19958209886883,43435,2023-01-03 18:00:00,3540,0.08150109358812017,11,0.05711852601662961
67,Brand_Awareness,224.36271179162725,13149,2023-01-03 19:00:00,172,0.013080842649631151,6,1.3044343708815538
68,Traffic,453.0377603019367,35566,2023-01-03 20:00:00,2221,0.06244728111117359,5,0.2039791806852484
69,Retargeting,180.64517884141716,43368,2023-01-03 21:00:00,4318,0.09956650064563734,5,0.041835381853037784
70,Retargeting,261.8548496883073,22675,2023-01-03 22:00:00,1973,0.08701212789415656,5,0.13271913314156478
71,Retargeting,393.98997624316013,6495,2023-01-03 23:00:00,369,0.056812933025404154,3,1.0677235128540925
72,Brand_Awareness,204.30596333742238,43668,2023-01-04 00:00:00,686,0.015709443986443163,6,0.29782210399041165
73,Retargeting,314.822483111658,14673,2023-01-04 01:00:00,1244,0.08478157159408438,4,0.25307273562030386
74,Brand_Awareness,432.55821728590513,12130,2023-01-04 02:00:00,775,0.06389117889530091,5,0.5581396352076196
75,Retargeting,475.26510559224465,23668,2023-01-04 03:00:00,481,0.020322798715565322,3,0.9880771426034193
76,Traffic,82.0660056552286,16222,2023-01-04 04:00:00,299,0.01843175933916903,7,0.27446824633855715
77,Traffic,464.0279363291323,24669,2023-01-04 05:00:00,2266,0.09185617576715716,3,0.2047784361558395
78,Conversions,251.1369836089737,35068,2023-01-04 06:00:00,2462,0.0702064560282879,6,0.10200527360234513
79,Traffic,136.5397502664896,24253,2023-01-04 07:00:00,2052,0.08460808972085927,7,0.06653983931115477
80,Conversions,234.97652055674803,10435,2023-01-04 08:00:00,929,0.08902731193100144,1,0.25293489833880306
81,Traffic,490.2159618898838,29552,2023-01-04 09:00:00,1816,0.06145100162425555,6,0.26994271029178624
82,Brand_Awareness,251.38286605650612,38384,2023-01-04 10:00:00,2171,0.05656002501042101,4,0.11579127869945008
83,Traffic,171.08828904087903,17393,2023-01-04 11:00:00,847,0.048697751969183,2,0.20199325742724797
84,Conversions,320.36641861519564,11617,2023-01-04 12:00:00,447,0.03847809245071877,2,0.716703397349431
85,Conversions,127.6713532013146,39520,2023-01-04 13:00:00,1940,0.04908906882591093,5,0.06580997587696628
86,Retargeting,47.17303077324532,10852,2023-01-04 14:00:00,864,0.07961666052340582,5,0.054598415246811714
87,Brand_Awareness,73.15106373621812,32401,2023-01-04 15:00:00,2079,0.06416468627511497,3,0.035185696842817756
88,Traffic,72.74246108930849,7295,2023-01-04 16:00:00,658,0.0901987662782728,5,0.11055085271931382
89,Retargeting,84.43231982102424,36993,2023-01-04 17:00:00,1846,0.04990133268456194,11,0.045737984735116054
90,Traffic,78.02531459821097,35084,2023-01-04 18:00:00,2267,0.0646163493330293,2,0.03441787145929024
91,Traffic,324.02862495357516,46105,2023-01-04 19:00:00,3080,0.06680403426960199,6,0.10520409901090103
92,Retargeting,99.12124135558096,40575,2023-01-04 20:00:00,2566,0.06324091189155884,5,0.038628698891496865
93,Retargeting,179.37696882869298,37451,2023-01-04 21:00:00,2742,0.07321566847347201,3,0.0654182964364307
94,Retargeting,449.4263208539458,8227,2023-01-04 22:00:00,258,0.03136015558526802,4,1.7419624839300225
95,Retargeting,242.24120372880745,32910,2023-01-04 23:00:00,1846,0.05609237313886357,10,0.13122492076316764
96,Retargeting,337.10329187530334,37041,2023-01-05 00:00:00,717,0.019356928808617477,1,0.4701580081942864
97,Traffic,94.43673688879862,24384,2023-01-05 01:00:00,1087,0.044578412073490815,8,0.08687832280478254
98,Retargeting,104.22161921624868,1145,2023-01-05 02:00:00,61,0.05327510917030567,3,1.7085511346926014
99,Brand_Awareness,30.025621970574644,38778,2023-01-05 03:00:00,2664,0.06869874671205323,5,0.011270879118083575
100,Conversions,92.77818090536063,17035,2023-01-05 04:00:00,1627,0.09550924567067802,4,0.057024081687375924
101,Retargeting,146.50926612565974,4040,2023-01-05 05:00:00,258,0.06386138613861386,11,0.5678653725800765
102,Retargeting,96.73513729560594,43422,2023-01-05 06:00:00,3340,0.07691953387683663,3,0.028962615956768245
103,Traffic,53.464241540957254,27160,2023-01-05 07:00:00,1509,0.05555964653902798,4,0.03543024621667147
104,Retargeting,69.1115768392944,18633,2023-01-05 08:00:00,1249,0.06703161058337359,3,0.055333528294070775
105,Retargeting,235.78159633603562,30344,2023-01-05 09:00:00,497,0.01637885578697601,3,0.47440965057552437
106,Retargeting,111.10352201883833,18014,2023-01-05 10:00:00,592,0.03286332852226046,8,0.18767486827506474
107,Traffic,188.49223191355696,15996,2023-01-05 11:00:00,680,0.04251062765691423,1,0.2771944586964073
108,Retargeting,256.67446271887985,42621,2023-01-05 12:00:00,2238,0.052509326388400085,5,0.1146892147984271
109,Conversions,348.293466028389,12695,2023-01-05 13:00:00,179,0.014100039385584877,7,1.9457735532312235
110,Traffic,29.26294852213848,3852,2023-01-05 14:00:00,87,0.022585669781931463,3,0.33635573013952275
111,Conversions,401.7110954654309,17014,2023-01-05 15:00:00,594,0.03491242506171388,7,0.6762813054973584
112,Traffic,317.6711908505448,28042,2023-01-05 16:00:00,2732,0.09742529063547536,5,0.11627788830547028
113,Retargeting,50.06192565494723,34755,2023-01-05 17:00:00,1383,0.03979283556322831,7,0.03619806627255765
114,Conversions,438.05352581232086,41390,2023-01-05 18:00:00,2209,0.05337037931867601,5,0.19830399538810362
115,Traffic,461.22747626058845,24711,2023-01-05 19:00:00,683,0.02763951276759338,7,0.6752964513332188
116,Brand_Awareness,39.928200328883236,27122,2023-01-05 20:00:00,1762,0.06496571049332645,5,0.022660726633872436
117,Retargeting,145.67004759212983,10160,2023-01-05 21:00:00,358,0.035236220472440946,4,0.40689957427969226
118,Traffic,405.03862709860005,28213,2023-01-05 22:00:00,807,0.028603835111473436,5,0.5019066011135068
119,Brand_Awareness,376.6472482879926,40420,2023-01-05 23:00:00,2283,0.05648193963384463,11,0.16497908378799503
120,Traffic,100.4152994846249,8421,2023-01-06 00:00:00,88,0.010450065312908206,7,1.1410829486889194
121,Brand_Awareness,112.58116843498804,22400,2023-01-06 01:00:00,239,0.010669642857142857,6,0.47105091395392484
122,Retargeting,191.53133036777717,34537,2023-01-06 02:00:00,1026,0.02970727046356082,3,0.1866777099101142
123,Conversions,247.41626274360044,18727,2023-01-06 03:00:00,249,0.013296310140438939,0,0.99363960941205
124,Brand_Awareness,312.94483804984503,47882,2023-01-06 04:00:00,944,0.01971513303537864,10,0.33150936234093753
125,Traffic,190.76768338918848,5358,2023-01-06 05:00:00,216,0.040313549832026875,5,0.8831837193943911
126,Retargeting,236.64201090524247,29482,2023-01-06 06:00:00,2424,0.0822196594532257,5,0.09762459195760828
127,Brand_Awareness,376.2607596855407,33117,2023-01-06 07:00:00,2036,0.06147899870157321,3,0.1848039094722695
128,Traffic,27.97476941639297,24164,2023-01-06 08:00:00,1356,0.0561165369971859,4,0.020630360926543488
129,Traffic,133.69410272857016,32910,2023-01-06 09:00:00,1198,0.03640230932847159,2,0.11159774852134403
130,Traffic,359.5412970834307,33496,2023-01-06 10:00:00,3143,0.09383209935514689,2,0.11439430387636994
131,Brand_Awareness,448.65135046672765,45311,2023-01-06 11:00:00,2072,0.04572841031978989,7,0.21653057454957897
132,Brand_Awareness,260.7219466366764,30371,2023-01-06 12:00:00,541,0.017813045339303942,3,0.4819259642082743
133,Brand_Awareness,270.73560778000467,39467,2023-01-06 13:00:00,2586,0.065523095244128,1,0.10469281043310312
134,Conversions,62.514285556490265,18625,2023-01-06 14:00:00,377,0.020241610738255034,3,0.1658203860914861
135,Brand_Awareness,229.23205974349278,34893,2023-01-06 15:00:00,1433,0.041068409136503024,7,0.15996654552930412
136,Brand_Awareness,270.98246056296136,11793,2023-01-06 16:00:00,656,0.055626218943441025,5,0.4130830191508557
137,Brand_Awareness,128.81054678101754,32007,2023-01-06 17:00:00,2838,0.08866810385228231,5,0.045387789563431126
138,Conversions,141.92918316519666,26766,2023-01-06 18:00:00,1456,0.0543973697975043,4,0.09747883459148123
139,Brand_Awareness,194.8692399212651,40532,2023-01-06 19:00:00,2967,0.07320142109937827,5,0.0656788809980671
140,Traffic,19.83488691108592,13323,2023-01-06 20:00:00,1323,0.09930195901823914,5,0.014992355941863886
141,Brand_Awareness,167.81879113575735,46799,2023-01-06 21:00:00,1021,0.02181670548515994,3,0.16436708240524717
142,Traffic,113.60952342830687,47820,2023-01-06 22:00:00,1660,0.034713508992053534,3,0.06843947194476317
143,Traffic,170.47370256717818,46408,2023-01-06 23:00:00,2112,0.04550939493190829,6,0.08071671523067149
144,Traffic,68.6834445914331,8843,2023-01-07 00:00:00,424,0.04794752911907724,6,0.1619892561118705
145,Conversions,446.35836756254855,15210,2023-01-07 01:00:00,714,0.04694280078895464,4,0.6251517752976871
146,Conversions,300.86030224148385,17456,2023-01-07 02:00:00,1600,0.09165902841429881,9,0.1880376889009274
147,Conversions,342.7601363807999,32367,2023-01-07 03:00:00,2403,0.0742422838075818,6,0.14263842546017474
148,Brand_Awareness,396.69390691759577,11106,2023-01-07 04:00:00,718,0.06464973887988475,5,0.5524984776011083
149,Traffic,254.23667747523805,38957,2023-01-07 05:00:00,1474,0.03783658905973253,5,0.17248078526135552
150,Conversions,52.59094116283761,3472,2023-01-07 06:00:00,292,0.08410138248847926,4,0.18010596288643016
151,Conversions,273.18220549108844,7704,2023-01-07 07:00:00,739,0.09592419522326065,10,0.36966468943313724
152,Brand_Awareness,297.55214783023075,4713,2023-01-07 08:00:00,395,0.08381073626140463,6,0.7532965767853943
153,Conversions,375.2653423503217,6051,2023-01-07 09:00:00,61,0.010080978350685837,2,6.1518908582019955
154,Brand_Awareness,221.5131776525429,11756,2023-01-07 10:00:00,790,0.06719972779857095,4,0.28039642740828213
155,Retargeting,72.51434836982624,3475,2023-01-07 11:00:00,50,0.014388489208633094,3,1.4502869673965249
156,Conversions,149.05019384137498,37378,2023-01-07 12:00:00,1240,0.03317459468136337,2,0.1202017692269153
157,Retargeting,187.9103252353312,5255,2023-01-07 13:00:00,80,0.015223596574690771,5,2.34887906544164
158,Brand_Awareness,326.4994482524846,15484,2023-01-07 14:00:00,996,0.06432446396280031,6,0.3278106910165508
159,Traffic,289.6813692877668,35503,2023-01-07 15:00:00,2548,0.07176858293665324,5,0.113689705371965
160,Conversions,184.48739568994466,9258,2023-01-07 16:00:00,187,0.020198747029596027,10,0.9865636133152121
161,Brand_Awareness,493.39247190856,41747,2023-01-07 17:00:00,1859,0.04453014587874578,5,0.26540746202719745
162,Traffic,306.8296614848747,36196,2023-01-07 18:00:00,1848,0.05105536523372749,5,0.16603336660436943
163,Traffic,126.24112795063729,46113,2023-01-07 19:00:00,1992,0.04319823043393403,4,0.06337406021618337
164,Retargeting,59.873411583997836,41194,2023-01-07 20:00:00,860,0.020876826722338204,4,0.06962024602790447
165,Brand_Awareness,84.9009782003227,9533,2023-01-07 21:00:00,454,0.04762404279869926,3,0.18700655991260506
166,Traffic,130.519286908409,33581,2023-01-07 22:00:00,2606,0.07760340668830588,6,0.050084146933387946
167,Conversions,88.73387289718228,6249,2023-01-07 23:00:00,102,0.01632261161785886,4,0.8699399303645322
168,Conversions,101.41784178513983,20201,2023-01-08 00:00:00,347,0.017177367457056582,2,0.2922704374211522
169,Retargeting,149.69663265998508,10686,2023-01-08 01:00:00,448,0.041924012726932434,9,0.3341442693303239
170,Traffic,94.95306169442986,47877,2023-01-08 02:00:00,4536,0.09474277836957203,5,0.020933214659265842
171,Brand_Awareness,449.41505806694835,33007,2023-01-08 03:00:00,2316,0.07016693428666647,9,0.19404795253322468
172,Conversions,49.31453537420468,1661,2023-01-08 04:00:00,118,0.07104154124021674,5,0.41791979130681933
173,Traffic,267.0105808894248,45843,2023-01-08 05:00:00,1951,0.042558296795584934,5,0.1368583192667477
174,Traffic,211.09444522493413,31137,2023-01-08 06:00:00,1975,0.06342936056781322,1,0.10688326340502995
175,Retargeting,491.36552228521714,48556,2023-01-08 07:00:00,529,0.01089463712002636,5,0.9288573200098623
176,Conversions,64.89906206234565,43828,2023-01-08 08:00:00,2947,0.06724012047093182,8,0.02202207738796934
177,Conversions,204.9492435324134,49604,2023-01-08 09:00:00,4573,0.09219014595597129,6,0.04481724109608865
178,Brand_Awareness,485.04051230493076,11526,2023-01-08 10:00:00,750,0.0650702758979698,2,0.646720683073241
179,Conversions,434.09849168805033,4374,2023-01-08 11:00:00,387,0.08847736625514403,5,1.1217015289096908
180,Brand_Awareness,410.36531476514716,26592,2023-01-08 12:00:00,1998,0.07513537906137184,5,0.20538804542800157
181,Conversions,136.3723852520205,29982,2023-01-08 13:00:00,625,0.020845840837836034,4,0.21819581640323282
182,Retargeting,93.73491782113226,1207,2023-01-08 14:00:00,110,0.09113504556752279,6,0.8521356165557478
183,Conversions,337.6351777629712,36433,2023-01-08 15:00:00,582,0.01597452858672083,5,0.5801291714140399
184,Brand_Awareness,465.39423467251703,24197,2023-01-08 16:00:00,1404,0.05802372194900194,6,0.3314773751228754
185,Brand_Awareness,282.8138175768256,34400,2023-01-08 17:00:00,784,0.022790697674418603,5,0.36073191017452244
186,Retargeting,290.09021784025094,4083,2023-01-08 18:00:00,45,0.011021307861866276,4,6.44644928533891
187,Conversions,147.18975589353926,30328,2023-01-08 19:00:00,1455,0.047975468214191505,7,0.10116134425672801
188,Conversions,387.0515372640491,47479,2023-01-08 20:00:00,1735,0.03654247140841214,5,0.22308445951818393
189,Retargeting,101.65143679318645,43891,2023-01-08 21:00:00,2358,0.053723998086168005,7,0.04310917590890011
190,Conversions,168.6028258380794,21103,2023-01-08 22:00:00,1307,0.0619343221342937,6,0.12899986674680905
191,Conversions,218.46385492204422,40891,2023-01-08 23:00:00,569,0.013915042429874545,4,0.38394350601413746
192,Brand_Awareness,258.72908555538294,11754,2023-01-09 00:00:00,247,0.021014122851795134,8,1.0474861763375827
193,Conversions,128.78076888338933,35447,2023-01-09 01:00:00,2136,0.060258978192794875,4,0.060290622136418226
194,Conversions,66.27004412220973,16901,2023-01-09 02:00:00,690,0.04082598662801018,3,0.09604354220610105
195,Retargeting,309.20382079639995,34004,2023-01-09 03:00:00,2571,0.07560875191153982,5,0.12026597463881757
196,Retargeting,151.42897108772533,8446,2023-01-09 04:00:00,580,0.06867156050201279,10,0.26108443290987127
197,Traffic,294.80672849708003,38211,2023-01-09 05:00:00,3290,0.08610086100861009,6,0.08960690835777509
198,Brand_Awareness,85.63773048435914,49231,2023-01-09 06:00:00,3560,0.07231216103674513,4,0.0240555422708874
199,Conversions,245.75864990886058,30301,2023-01-09 07:00:00,1475,0.04867826144351672,3,0.16661603383651563
200,Conversions,270.96882195027706,27116,2023-01-09 08:00:00,1913,0.0705487535034666,3,0.14164601251974754
201,Traffic,35.39353304298918,42323,2023-01-09 09:00:00,1472,0.03478014318455686,5,0.024044519730291564
202,Conversions,174.93609631502108,19752,2023-01-09 10:00:00,742,0.037565816119886596,2,0.23576293303911197
203,Brand_Awareness,75.86319170009737,33376,2023-01-09 11:00:00,2703,0.08098633748801534,6,0.028066293636735986
204,Traffic,41.053735531656194,17669,2023-01-09 12:00:00,886,0.05014432056143528,2,0.046336044618122116
205,Brand_Awareness,495.08051387107315,33916,2023-01-09 13:00:00,2776,0.08184927467861776,5,0.17834312459332607
206,Traffic,167.95338403761426,14395,2023-01-09 14:00:00,1209,0.08398749565821466,2,0.13891925892275786
207,Traffic,406.8384784687711,21421,2023-01-09 15:00:00,1867,0.08715746230334719,6,0.2179102723453514
208,Retargeting,134.77392083424428,27342,2023-01-09 16:00:00,2529,0.09249506254114549,3,0.053291388230227076
209,Brand_Awareness,343.93633388972535,5895,2023-01-09 17:00:00,287,0.048685326547921966,5,1.198384438640158
210,Conversions,382.5116513459464,12023,2023-01-09 18:00:00,465,0.03867587124677701,2,0.8226057018192395
211,Conversions,301.8629828978437,11699,2023-01-09 19:00:00,729,0.062313018206684334,6,0.41407816584066354
212,Brand_Awareness,241.0723323895776,10715,2023-01-09 20:00:00,465,0.0433971068595427,6,0.5184351234184464
213,Conversions,211.80204793216157,20169,2023-01-09 21:00:00,1292,0.06405870395160891,7,0.163933473631704
214,Conversions,180.9454506060677,17163,2023-01-09 22:00:00,1261,0.07347200372895181,6,0.14349361665826146
215,Brand_Awareness,465.46928068143467,6782,2023-01-09 23:00:00,488,0.07195517546446475,6,0.9538304931996612
216,Traffic,417.0035098159873,23641,2023-01-10 00:00:00,1033,0.043695275157565244,4,0.4036820036940826
217,Brand_Awareness,482.86318622659115,19792,2023-01-10 01:00:00,495,0.025010105092966854,4,0.9754811842961437
218,Traffic,70.90563950791692,36585,2023-01-10 02:00:00,1783,0.04873582069154025,7,0.03976760488385694
219,Conversions,368.1250628497857,31682,2023-01-10 03:00:00,723,0.022820529007007134,5,0.5091632957811697
220,Conversions,469.78682384230854,48864,2023-01-10 04:00:00,4403,0.09010723641126392,5,0.10669698474728788
221,Conversions,98.80420242117347,19880,2023-01-10 05:00:00,817,0.04109657947686117,8,0.12093537628050609
222,Retargeting,42.58317100972097,39067,2023-01-10 06:00:00,933,0.023882048787979625,4,0.04564112648415967
223,Traffic,373.14911815212895,43685,2023-01-10 07:00:00,536,0.012269657777269086,2,0.6961737278957629
224,Retargeting,291.4918254581568,19073,2023-01-10 08:00:00,1299,0.06810674775861165,3,0.2243970942710984
225,Retargeting,422.4961006115533,37035,2023-01-10 09:00:00,2493,0.06731470230862698,4,0.1694729645453483
226,Brand_Awareness,78.48846454688186,38174,2023-01-10 10:00:00,1551,0.040629747996018234,6,0.05060507062984001
227,Retargeting,399.6809828113462,25837,2023-01-10 11:00:00,425,0.01644927816696985,9,0.9404258419090499
228,Brand_Awareness,108.79738682339482,18826,2023-01-10 12:00:00,882,0.04685010092425369,3,0.12335304628502813
229,Brand_Awareness,90.19141200419521,25981,2023-01-10 13:00:00,987,0.037989299872984106,5,0.09137934346929606
230,Retargeting,90.49024098618654,11382,2023-01-10 14:00:00,807,0.07090142329994728,3,0.11213164930134639
231,Traffic,409.14161291337723,5437,2023-01-10 15:00:00,350,0.06437373551590951,2,1.1689760368953634
232,Traffic,335.94663814113807,6435,2023-01-10 16:00:00,275,0.042735042735042736,4,1.2216241386950475
233,Traffic,266.3020581368685,25819,2023-01-10 17:00:00,764,0.02959061156512646,9,0.3485629033205085
234,Traffic,185.82693722051621,37875,2023-01-10 18:00:00,3746,0.0989042904290429,4,0.04960676380686498
235,Traffic,439.82826499842304,32982,2023-01-10 19:00:00,1677,0.050845915954156815,5,0.2622708795458694
236,Retargeting,202.29810263709135,34328,2023-01-10 20:00:00,2469,0.07192379398741552,8,0.08193523800611233
237,Retargeting,410.13372534107276,13329,2023-01-10 21:00:00,301,0.022582339260259585,8,1.3625705160832982
238,Conversions,225.17610519940703,26169,2023-01-10 22:00:00,1405,0.05368947991898811,5,0.1602676905333858
239,Traffic,194.70277041820472,22932,2023-01-10 23:00:00,286,0.012471655328798186,3,0.6807789175461704
240,Retargeting,236.71309497810716,35594,2023-01-11 00:00:00,1975,0.055486879811204134,9,0.11985473163448464
241,Conversions,157.67515834042962,12421,2023-01-11 01:00:00,1201,0.09669108767410031,2,0.13128655981717705
242,Traffic,376.32859628636305,46033,2023-01-11 02:00:00,2052,0.04457671670323463,8,0.18339600208887089
243,Brand_Awareness,256.3329911453148,8629,2023-01-11 03:00:00,116,0.013443040908564144,7,2.2097671650458173
244,Conversions,123.78422062194048,9325,2023-01-11 04:00:00,119,0.012761394101876676,6,1.0402035346381553
245,Retargeting,450.7915409045385,29495,2023-01-11 05:00:00,1324,0.04488896423122563,9,0.3404769946408901
246,Brand_Awareness,198.1066984728736,32750,2023-01-11 06:00:00,799,0.024396946564885495,3,0.2479433022188656
247,Brand_Awareness,276.3409019458544,30619,2023-01-11 07:00:00,370,0.01208400013063784,6,0.7468673025563632
248,Brand_Awareness,454.171334372628,41461,2023-01-11 08:00:00,3236,0.07804925110344661,7,0.1403496088914178
249,Conversions,315.8766179978561,9264,2023-01-11 09:00:00,474,0.05116580310880829,7,0.6664063670840846
250,Retargeting,67.28003994709839,13686,2023-01-11 10:00:00,493,0.036022212479906474,5,0.13647066926389126
251,Brand_Awareness,470.5177405706028,47484,2023-01-11 11:00:00,4321,0.09099907337208323,5,0.10889093741508975
252,Traffic,317.57694600499474,25226,2023-01-11 12:00:00,515,0.02041544438277967,1,0.6166542640873685
253,Brand_Awareness,174.1037511819722,7721,2023-01-11 13:00:00,741,0.09597202434917756,7,0.23495782885556302
